Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
PADSTOW PIQUE SWEAT,MZD001_NAVY,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,Plain,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,Our bestselling Padstow. Washed so it feels like an old favourite from new. Just add the ocean.,,,,72.0,,,Navy Blue,500: Menswear,5400: Half Neck,NAVY,M,1125565,H,MZD001,5054409294817,High Hope Aglory Limited,CHN,6110209900,Continuity,CONTINUITY,500_4677,500_4677_019_033,500_4677_019_033_M,,,,,Web Exclusive Test,11.19,09/03/2023 23:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,False,,,11/09/2023 11:30:00
PADSTOW PIQUE SWEAT,MZD001_NAVY,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,Plain,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,Our bestselling Padstow. Washed so it feels like an old favourite from new. Just add the ocean.,,,,72.0,,,Navy Blue,500: Menswear,5400: Half Neck,NAVY,S,1125566,H,MZD001,5054409294800,High Hope Aglory Limited,CHN,6110209900,Continuity,CONTINUITY,500_4677,500_4677_019_033,500_4677_019_033_S,,,,,Web Exclusive Test,11.34,09/03/2023 23:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,False,,,11/09/2023 11:29:57
PADSTOW PIQUE SWEAT,MZD001_NAVY,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,Plain,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,Our bestselling Padstow. Washed so it feels like an old favourite from new. Just add the ocean.,,,,72.0,,,Navy Blue,500: Menswear,5400: Half Neck,NAVY,XS,1125568,H,MZD001,5054409294848,High Hope Aglory Limited,CHN,6110209900,Continuity,CONTINUITY,500_4677,500_4677_019_033,500_4677_019_033_XS,,,,,Web Exclusive Test,10.78,09/03/2023 23:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,False,,,11/09/2023 11:30:00
PADSTOW PIQUE SWEAT,MZD001_NAVY,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,Plain,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,Our bestselling Padstow. Washed so it feels like an old favourite from new. Just add the ocean.,,,,72.0,,,Navy Blue,500: Menswear,5400: Half Neck,NAVY,XXL,1125569,H,MZD001,5054409294855,High Hope Aglory Limited,CHN,6110209900,Continuity,CONTINUITY,500_4677,500_4677_019_033,500_4677_019_033_XXL,,,,,Web Exclusive Test,11.34,09/03/2023 23:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,False,,,11/09/2023 11:29:56
PADSTOW PIQUE SWEAT,MZD001_NAVY,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,Plain,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,Our bestselling Padstow. Washed so it feels like an old favourite from new. Just add the ocean.,,,,72.0,,,Navy Blue,500: Menswear,5400: Half Neck,NAVY,XXXL,1125570,H,MZD001,5054409294862,High Hope Aglory Limited,CHN,6110209900,Continuity,CONTINUITY,500_4677,500_4677_019_033,500_4677_019_033_XXXL,,,,,Web Exclusive Test,10.85,09/03/2023 23:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,False,,,11/09/2023 11:29:56
PADSTOW PIQUE SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,,,,,72.0,,,,500: Menswear,5400: Half Neck,DARK NAVY,L,1125571,H,MZD001,5054409294879,High Hope Aglory Limited,CHN,6110209900,SPRING SUMMER 2016,SS PHASE 1,500_4677,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,,,,11/09/2023 11:29:57
PADSTOW PIQUE SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,,,,,72.0,,,,500: Menswear,5400: Half Neck,DARK NAVY,M,1125572,H,MZD001,5054409294886,High Hope Aglory Limited,CHN,6110209900,SPRING SUMMER 2016,SS PHASE 1,500_4677,,,,,,,Web Exclusive Test,10.14,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,,,,11/09/2023 11:30:00
PADSTOW PIQUE SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,,,,,72.0,,,,500: Menswear,5400: Half Neck,DARK NAVY,S,1125573,H,MZD001,5054409294893,High Hope Aglory Limited,CHN,6110209900,SPRING SUMMER 2016,SS PHASE 1,500_4677,,,,,,,Web Exclusive Test,10.15,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,,,,11/09/2023 11:29:56
PADSTOW PIQUE SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,,,,,72.0,,,,500: Menswear,5400: Half Neck,DARK NAVY,XXL,1125576,H,MZD001,5054409294916,High Hope Aglory Limited,CHN,6110209900,SPRING SUMMER 2016,SS PHASE 1,500_4677,,,,,,,Web Exclusive Test,10.63,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,,,,11/09/2023 11:30:02
PADSTOW PIQUE SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Padstow Pique Sweatshirt,Classic Collar,,Classic,,Cotton,,,Long,,100% cotton piqué,,,,Machine Washable at 30°C,Do not tumble dry,Cool iron on reverse,Range test,Flat,,,,,72.0,,,,500: Menswear,5400: Half Neck,DARK NAVY,XXXL,1125577,H,MZD001,5054409294930,High Hope Aglory Limited,CHN,6110209900,SPRING SUMMER 2016,SS PHASE 1,500_4677,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,Zip,,,,,,11/09/2023 11:30:00
